Doctor Identifier,Provider Type,Number of Beneficiaries,Services by Beneficiary,Total Submitted Charge Amount By Benificiary,Total Allowed Amount By Benificiary,Total Payment Amount By Benificiary,Total Standardized Payment Amount By Benificiary,Number of Drug Services By Benificiary,Total Drug Submitted Charge Amount By Benificiary,Total Drug Allowed Amount  By Benificiary,Total Drug Payment Amount  By Benificiary,Total Drug Standardized Payment Amount By Benificiary,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimerâ€™s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
699002816,Psychiatry,1066,49.2120075,799.8295028,603.1275891,591.0793246,637.7965103,0,0,0,0,0,52460,10,23,19,8,17,22,17,68,20,36,54,24,6,33,21,5,1.57
139846164,Nurse Practitioner,97,17.45360825,2965.498969,730.8331959,572.9775258,555.1658763,0,0,0,0,0,1693,21,22,12,13,29,38,27,45,34,69,75,42,12,47,0.45,12,2.13
776910551,Internal Medicine,114,1.052631579,540.6929825,108.8090351,84.54885965,85.16245614,0,0,0,0,0,120,15,0.42,15,0.4,21,30,13,33,40,64,67,38,11,34,0.22,0.22,1.64
663854519,Nurse Practitioner,21,1.285714286,196.2814286,140.2080952,103.9147619,123.82,0,0,0,0,0,27,0.2,52,0.21,0.14,0.31,0.39,0.24,0.46,0.37,62,75,0.43,0.11,52,0.13,0.1,1.9
748195981,Nurse Practitioner,31,2.290322581,456.7096774,180.1551613,116.2812903,118.173871,0,0,0,0,0,71,0.27,0.27,0.27,0,0.4,0.52,0.31,48,0.5,0.91,42,0.59,0.16,0.66,0.15,0.12,1
699821528,Internal Medicine,410,1.312195122,990.5146341,145.7611707,113.6538049,114.4049268,0,0,0,0,0,538,18,12,15,19,19,30,22,39,25,59,69,34,10,45,12,6,1.55
134104443,Nurse Practitioner,25,11.72,586,337.8408,253.0388,249.2084,0,0,0,0,0,293,0.27,0,0.27,0.21,0.41,0.52,0,0.57,0.51,56,68,0.6,0.16,52,0,0,0.88
571087234,Internal Medicine,105,7.895238095,399.352381,320.86,234.2060952,230.6517143,0,0,0,0,0,829,1.28,1.32,1.27,0.99,1.91,17,1.47,33,23,48,50,21,0.76,56,0.72,0.59,0.97
359538066,Clinical Psychologist,27,2,56.89666667,56.89666667,55.75666667,54.68666667,1,30.29666667,30.29666667,29.68666667,29.68666667,27,0.33,0,0.32,0.31,0.38,0.61,0.35,0.63,0.72,1.58,41,0.75,0.25,0.98,0,0,0.75
881322687,Ambulance Service Supplier,28,2.75,659.4642857,332.5785714,260.7460714,267.32,0,0,0,0,0,77,0.33,0.35,39,0.24,46,57,0.39,0.72,43,61,75,50,0.19,46,0.2,0.15,2.26
487764876,Chiropractic,118,2.084745763,479.9237288,215.0623729,150.4688136,145.2030508,0,0,0,0,0,246,14,0.99,1.04,75,1.54,13,1.18,11,9,41,49,27,0.63,31,0.53,0.47,1.21
540565709,Gastroenterology,238,5.222689076,750.9206303,308.7852941,223.4276471,221.0960924,0.18907563,7.012605042,4.721596639,4.538403361,4.538403361,1198,14,9,11,12,14,16,15,28,31,47,53,26,1.72,29,1.46,5,1.18
874922591,Vascular Surgery,113,274.2477876,4307.134513,3444.324779,2706.804513,2672.858761,257.7522124,3465.461947,2754.708761,2157.860796,2157.860796,1864,10,6.69,12,52,12,27,11.23,28,27,48,57,18,12,27,2.39,4.26,1.59
954017474,Chiropractic,695,2.007194245,561.552518,185.9752518,141.3712086,137.9860863,0,0,0,0,0,1395,24,9,40,18,37,42,46,32,29,57,74,47,15,39,5,10,1.95
825940050,Ambulance Service Supplier,189,3.534391534,953.8201058,361.2142857,275.0189947,272.5094709,0,0,0,0,0,668,10,17,20,10,15,25,20,53,26,55,75,30,15,75,10,6,1.7
203752191,Neurosurgery,203,2,53.8617734,53.6017734,52.52921182,49.51921182,1,25.0217734,25.0217734,24.51921182,24.51921182,203,11,1.5,8,8,9,19,7,16,21,41,58,25,13,31,0.62,0.75,1.02
324096124,Physical Medicine and Rehabilitation,90,9.222222222,1359.688889,663.5115556,505.4072222,500.9878889,2.288888889,46.73333333,0.529,0.414333333,0.414333333,624,1.74,1.86,1.75,1.39,2.65,3.4,2.05,20,14,41,42,16,1.02,60,1.04,0.82,1.07
554387797,Internal Medicine,856,11.89485981,1443.288551,715.9781776,553.6576636,539.2766121,7.324766355,146.4953271,88.96114486,69.62796729,69.62796729,3912,25,18,21,14,50,75,32,36,60,75,75,57,7,35,10,11,3.44
391255082,Emergency Medicine,40,1.5,250.375,196.29825,148.186,142.11825,0,0,0,0,0,60,0.35,0.32,0.34,0.28,0.51,0.66,0.39,0.69,28,70,58,33,0.21,30,0.17,0.16,0.97
368436885,Physical Therapist,139,2.697841727,482.6258993,198.3358273,152.376259,153.1215827,0,0,0,0,0,375,1.01,18,32,0.78,1.52,23,21,75,23,42,53,21,0.6,31,55,0.47,1.51
923985506,Licensed Clinical Social Worker,49,17.63265306,1099.693878,515.5697959,396.1197959,395.1812245,0,0,0,0,0,864,0.64,0.71,33,0.48,0.97,1.24,0.74,41,27,49,59,1.39,0.37,45,0.4,0.3,0.92
598041149,CRNA,381,3.396325459,444.7322835,297.3900787,223.4472703,265.1886089,0,0,0,0,0,1294,20,75,19,9,40,43,32,75,41,54,75,46,17,52,34,14,2.31
588805386,Gastroenterology,97,1.75257732,339.8298969,166.5918557,117.9070103,116.53,0,0,0,0,0,170,0.77,0.74,14,0.61,1.14,12,0.88,36,14,42,40,19,11,40,0.4,0.35,1.05
866609120,Internal Medicine,398,1.66080402,1346.507538,285.6878141,220.0469347,214.1780402,0,0,0,0,0,661,12,8,11,16,19,27,13,25,26,63,70,29,9,34,1.07,6,1.26
332980618,CRNA,177,5.440677966,889.4700565,474.9755932,337.6493785,339.5440678,0.248587571,4.943502825,3.864463277,3.782711864,3.782711864,919,8,11,11,8,15,26,7,24,31,58,64,29,8,39,1.87,1.47,1.27
582701657,Optometry,368,11.72554348,2994.347527,707.000788,550.5012772,566.8262228,0,0,0,0,0,4315,20,25,23,17,36,41,29,42,41,70,75,51,9,40,11,15,1.93
429871238,Orthopedic Surgery,599,3.283806344,494.5325543,160.9890651,125.4515526,116.1475459,0,0,0,0,0,1967,14,11,18,29,29,33,19,23,43,68,75,47,10,39,2,6,1.89
987794778,Allergy/Immunology,158,4.405063291,650.9177215,406.0424684,317.4587975,322.7334177,0,0,0,0,0,696,2.08,7,28,1.54,8,17,23,75,18,28,44,17,1.2,22,53,0.99,1.61
126871201,Internal Medicine,19,3.210526316,890.3157895,263.9252632,182.0715789,177.4110526,0,0,0,0,0,61,0,0.16,0.17,0.14,0.25,0.33,0.2,75,0.32,0.59,68,0.38,0.1,0.43,0.09,0,1.51
461525003,Internal Medicine,49,15.42857143,800.4081633,474.8326531,370.495102,368.9112245,0,0,0,0,0,756,0.65,0,0.65,0.49,0.98,1.25,0.75,1.4,1.21,45,49,29,0.38,71,0,0,0.99
384574997,Internal Medicine,262,4.301526718,864.6374046,315.7453435,251.4300763,246.9397328,0.782442748,170.7977099,92.43866412,90.54026718,90.54026718,922,12,9,11,13,14,25,11,21,31,75,75,23,7,29,5,2.9,1.04
271099815,Chiropractic,414,1.845410628,755.0125604,138.5317633,105.7365459,108.0105797,0,0,0,0,0,764,6,4,16,7,7,19,9,37,22,51,58,20,6,64,3,0.81,1.02
122060618,Anesthesiology,19,9.578947368,4561.157895,1166.532632,914.4515789,890.4163158,0,0,0,0,0,182,0.3,0.31,0.3,0.25,0,0.59,0.35,0.64,0.57,1.02,1.19,0.68,0.18,0.74,0.17,0.14,1.35
525924879,Family Practice,61,11.7704918,976.5409836,366.2804918,270.7103279,262.8637705,0,0,0,0,0,718,0.59,0.59,25,0.47,0.88,26,0.67,23,31,61,56,1.31,0.36,62,0.32,0.27,0.92
722552568,CRNA,276,2.536231884,84.32380435,13.34471014,13.07289855,13.07289855,0,0,0,0,0,700,16,10,16,16,18,21,18,29,19,40,60,27,19,73,0.29,5,1.53
825345694,Internal Medicine,12,33.75,4562.916667,3260.695833,2479.818333,2462.618333,0,0,0,0,0,405,0,0,1.06,0.79,0,0,0,2.36,1.98,3.49,4.08,0,0.61,2.48,0,0.5,0.74
322444071,Podiatry,49,1.510204082,2391.289796,236.1016327,182.6646939,190.5869388,0,0,0,0,0,74,0,0,0.03,0.01,29,43,27,37,33,67,75,49,0.01,71,0,0.01,1.54
598384531,Nurse Practitioner,88,2.022727273,49.51261364,49.24238636,48.25738636,54.92465909,1.011363636,30.79670455,30.52647727,29.91318182,29.91318182,89,1.1,0.84,1.06,0.97,1.3,16,1.17,24,22,42,53,20,0.81,38,0.38,0.38,1.18
756831294,Emergency Medicine,17,6.470588235,1104.705882,352.3305882,261.8564706,259.8582353,0,0,0,0,0,110,0.17,0.17,0.17,0.13,0.25,0.32,0.19,65,0.31,0.56,0.65,0.36,0.1,0.4,0.09,0.08,1.09
978209213,Internal Medicine,314,1.812101911,903.8375796,203.0794586,153.1304459,146.8744268,0,0,0,0,0,569,12,6,17,11,19,33,11,30,29,39,55,27,10,35,0.7,4,1.88
913731581,Diagnostic Radiology,820,3.042682927,1908.573317,364.0565488,276.8692683,262.1784878,0.909756098,559.5245366,83.88523171,65.69257317,65.69257317,1749,18,12,12,25,21,42,15,20,31,64,74,41,5,37,4,6,1.37
411324992,Internal Medicine,16,14.0625,2125.375,1207.1275,895.07125,899.103125,0,0,0,0,0,225,0.56,0,0.57,0.42,0,1.1,0.67,1.25,1.05,1.85,2.17,1.22,0.32,1.33,0,0,0.87
224645066,Internal Medicine,24,1,223.3016667,202.4929167,158.7575,158.0729167,0,0,0,0,0,24,0,0,50,0,0.32,0.42,0.25,75,0.41,0.73,50,0.48,0,0.52,67,0.1,1.72
171318405,Orthopedic Surgery,173,1.537572254,341.9132948,120.386763,86.14907514,99.13317919,0,0,0,0,0,266,1.21,1.34,13,75,16,25,10,23,35,50,72,21,12,28,0.78,0.58,1.88
600720125,Physical Therapist,11,40.27272727,4589.090909,3074.552727,2369.303636,2346.370909,0,0,0,0,0,443,0,0,0.85,0,0,1.66,0,1.9,0,2.82,3.3,0,0,2,0.56,0,0.96
498531620,Internal Medicine,334,5.185628743,775.4161677,386.3866467,295.6973353,331.0386228,0,0,0,0,0,1732,28,70,22,13,47,46,21,62,36,54,75,75,45,54,32,13,2.44
674690181,Emergency Medicine,501,1.061876248,824.7754491,130.3431337,102.8437525,102.3340519,0,0,0,0,0,532,12,9,22,16,17,31,23,44,40,69,75,35,7,44,8,5,1.59
489882964,Certified Clinical Nurse Specialist,85,1.776470588,404.7058824,124.1062353,87.98847059,88.42552941,0,0,0,0,0,151,0.54,0.5,0.54,0.43,0.79,14,0.61,19,29,66,55,19,0.32,34,0,0.24,0.92
571153136,Psychiatry,34,1.676470588,352.9117647,163.7632353,121.5732353,118.6367647,0,0,0,0,0,57,0.23,0,38,0,0.34,0.45,0.27,68,53,50,59,0.51,0.14,47,0.12,0.11,1.23
596783610,Chiropractic,91,1.923076923,530.9340659,224.7391209,171.5854945,173.7175824,0,0,0,0,0,175,0.74,0.77,19,0.57,1.13,19,0.87,47,27,33,48,14,0.44,33,0.43,0.35,1.11
443094545,Physician Assistant,20,1,95,62.87,7.854,17.666,0,0,0,0,0,20,0,0,0.19,0.14,0.27,0.35,0.21,75,0.34,0.6,0.71,0.4,0,0.44,0.1,0.08,1.37
148169273,Mass Immunization Roster Biller,51,4.254901961,903.6427451,340.3082353,266.5919608,255.6378431,0.764705882,136.8992157,74.54039216,72.7027451,72.7027451,178,1.46,1.08,1.38,1.32,1.68,2.68,1.51,2.81,25,31,51,3.28,1.08,31,0,0.5,1
814758271,Nurse Practitioner,250,2.18,662.212,172.70264,123.8418,123.3792,0,0,0,0,0,545,13,6,14,8,16,30,13,32,31,44,61,32,12,74,6,5,1.6
975901135,Anesthesiology,1182,2.405245347,366.0583756,85.52332487,66.71885787,61.92677665,0,0,0,0,0,2843,12,8,17,16,17,28,23,28,35,68,73,31,7,43,2,7,1.36
176197992,Centralized Flu,130,2.146153846,1339.238462,303.6892308,236.3918462,275.0875385,0,0,0,0,0,279,37,21,32,12,72,75,53,53,54,72,75,75,10,32,18,16,2.94
440558048,Ambulance Service Supplier,364,1.846153846,588.7362637,171.0151099,130.5464835,128.9417308,0,0,0,0,0,672,31,14,16,16,45,50,20,30,37,75,75,73,13,41,7,12,1.84
475659747,Clinical Psychologist,162,5.438271605,464.1203704,212.4724074,160.1212346,160.2012963,0,0,0,0,0,881,1.28,1.29,18,0.99,1.91,15,11,38,22,63,59,19,0.76,53,0.71,0.59,0.92
522442774,Internal Medicine,42,4,510.5952381,268.4016667,195.4119048,194.197619,0,0,0,0,0,168,0.44,0.45,0.44,0.34,0.66,40,0.51,0.92,45,64,75,36,0.26,33,0.25,0.2,1.38
565099858,Obstetrics/Gynecology,349,1.52722063,353.4899713,95.09237822,70.09369628,67.92320917,0,0,0,0,0,533,10,7,14,52,14,33,16,29,26,44,64,29,8,33,0.73,5,2.49
334216111,Physician Assistant,344,7.395348837,437.9505814,343.7202035,252.6392151,233.0720349,0.113372093,0.273255814,0.201133721,0.157587209,0.157587209,2505,8,4,6,10,6,16,6,16,14,39,47,17,8,29,1.85,1.75,0.91
112206793,Physician Assistant,66,7.348484848,1002.348485,584.8739394,412.9442424,430.8463636,0,0,0,0,0,485,1.47,1.67,1.51,1.06,2.28,26,1.76,75,24,52,52,3.18,0.85,45,0.97,0.7,1.33
636479879,Clinical Psychologist,345,2.347826087,1185.24058,328.3589855,252.0553623,249.3546667,0,0,0,0,0,810,24,19,19,12,53,75,26,39,54,69,75,65,7,39,10,14,4.34
954366742,Internal Medicine,187,2.005347594,748.540107,175.0040107,130.8763102,128.2679144,0,0,0,0,0,375,37,8,23,17,66,48,24,37,34,57,73,66,14,30,0.47,14,2.04
882249709,CRNA,4048,2.492835968,626.7250494,203.7893997,153.7878829,138.1950222,0.861413043,4.554100791,1.682465415,1.311222826,1.311222826,6604,16,9,15,13,19,22,18,21,27,58,67,35,10,39,3,5,1.23
799200543,Physical Medicine and Rehabilitation,96,2.354166667,289.9479167,170.0190625,129.9658333,130.1764583,0,0,0,0,0,226,0.74,0.73,0.75,15,1.1,1.42,0.86,28,11,40,41,13,0.44,47,0,0.34,0.77
246035034,Physical Therapist,104,1.576923077,281.0576923,79.92615385,53.02596154,61.72740385,0,0,0,0,0,164,16,11,16,14,17,38,15,33,39,63,70,33,19,48,0.37,0.3,1.32
858303420,Speech Language Pathologist,183,1.459016393,1937.994536,306.3904918,239.1500546,240.4242623,0,0,0,0,0,267,22,14,15,14,37,40,22,38,36,69,75,49,10,40,10,11,1.85
865908045,Anesthesiology,160,5.75625,711.9039375,301.8293125,251.937375,246.8806875,0.8875,130.10925,65.682875,63.206875,63.206875,779,7,12,13,3.38,11,28,12,26,31,59,54,23,2.77,30,8,1.29,1.35
376376407,Audiologist (billing independently),2666,3.015753938,231.204051,72.24914479,67.24958365,66.60175544,0,0,0,0,0,8040,5,5,13,7,6,14,8,29,30,55,61,13,11,38,3,2,0.94
203356581,Clinical Psychologist,109,3.678899083,936.7247706,275.9290826,200.6649541,201.4110092,0,0,0,0,0,401,11,10,18,11,19,30,17,39,43,49,67,30,14,37,0.52,0.43,1.42
357303191,Diagnostic Radiology,143,2.818181818,635.5524476,258.0094406,195.8605594,195.6571329,0,0,0,0,0,403,22,12,21,73,30,44,34,39,28,64,75,48,12,34,13,0.6,2.76
500465400,Diagnostic Radiology,202,1.202970297,198.9628713,143.8398515,98.29950495,97.24846535,0,0,0,0,0,243,7,1.61,10,11,7,17,10,14,21,50,63,19,8,28,0.87,0.77,0.86
585895227,Diagnostic Radiology,62,2.306451613,3175.806452,693.1919355,538.2027419,543.5774194,0,0,0,0,0,143,19,0.76,34,50,24,27,63,32,34,50,73,45,0.4,45,0.44,0.34,2.13
643217830,Preventive Medicine,652,2.849693252,1041.81135,345.8445552,268.8569172,275.0842945,0,0,0,0,0,1858,27,15,39,20,40,46,55,36,35,64,75,52,11,45,6,11,2.04
384794926,Physician Assistant,13,3.153846154,173.4615385,93.35846154,62.30076923,59.69846154,0,0,0,0,0,41,0,0.07,0.08,0.06,0,0.15,0,0.15,0.15,0.27,0.32,0.17,0.05,0.2,0,0,0.9
826459677,Clinical Psychologist,387,3.718346253,421.9250646,217.7028941,161.8294574,151.6085271,0,0,0,0,0,1439,9,7,5,13,8,14,4,13,16,42,48,22,12,34,1.42,4,0.88
770157340,Optometry,114,3.535087719,619.1052632,275.7582456,206.290614,220.625,0,0,0,0,0,403,11,18,23,0.88,34,45,31,39,46,67,75,56,12,61,0.82,42,2.28
398884340,Licensed Clinical Social Worker,18,2.111111111,375.5022222,198.585,128.4961111,128.4338889,0,0,0,0,0,38,0.18,0.18,0.19,0.14,0.27,0.35,0.21,0.38,0.34,0.62,61,0.4,0.11,0.45,0,0.08,1.09
336602949,Physician Assistant,126,12.57936508,1111.880952,405.3151587,338.7292063,338.9301587,1.214285714,103.1587302,55.7952381,53.00150794,53.00150794,1432,11,11,10,12,10,22,12,29,16,42,53,21,13,24,1.02,0.96,1.05
224233861,Maxillofacial Surgery,46,3.173913043,605.326087,263.6565217,213.3784783,212.3704348,0.739130435,144.0434783,89.01978261,86.56695652,86.56695652,112,1.44,1.07,1.37,1.29,1.64,24,1.49,2.8,3.14,37,43,35,1.08,35,0.46,0.48,1
606676674,Nurse Practitioner,196,2.147959184,382.5964286,222.8091327,174.0911735,201.1517347,0,0,0,0,0,421,31,62,26,26,67,71,41,51,41,64,75,62,26,48,29,10,2.59
678429646,Chiropractic,176,3.613636364,771.0795455,275.4914205,217.5203409,206.2659659,0.477272727,92.10227273,47.84323864,46.87573864,46.87573864,552,6,6,10,8,13,15,15,35,25,34,51,22,2.58,36,1.12,1.22,1.18
760677998,Emergency Medicine,15,1.6,251.2,142.6566667,105.1493333,114.042,0,0,0,0,0,24,0.13,0,0,0.1,0.2,0.25,0,0.28,0.24,73,73,0.28,0.08,0.31,0,0,1.6
657637595,Nurse Practitioner,173,3.416184971,513.093526,285.3910983,215.9787283,211.7734104,0.433526012,61.96635838,47.42757225,46.47745665,46.47745665,516,11,17,11,12,8,9,8,28,16,37,45,13,10,30,1.48,1.45,0.96
871967664,Pathology,520,1.773076923,862.2403846,233.8203077,181.5605,181.0213462,0,0,0,0,0,922,13,8,14,13,15,31,13,28,26,56,65,31,11,42,5,6,1.43
810380567,General Surgery,139,1.805755396,88.06618705,82.56043165,67.88640288,74.00338129,0.661870504,35.8,34.77251799,34.07719424,34.07719424,159,2.13,1.67,8,9,9,19,11,17,22,57,55,22,1.55,29,0.77,0.76,0.95
869686506,Family Practice,198,1.121212121,483.530303,167.3211616,131.1799495,136.7419697,0,0,0,0,0,222,17,17,41,12,34,46,39,56,41,68,75,47,10,39,13,13,2.06
973437690,Emergency Medicine,161,2.242236025,2179.85559,522.4903727,399.8101863,382.7843478,0,0,0,0,0,361,16,1.26,14,14,22,20,14,29,20,47,69,26,11,41,0.66,0.65,1.46
714798269,Nurse Practitioner,232,2.784482759,811.0215517,252.2889224,185.2846121,187.1845259,0,0,0,0,0,646,7,5,22,50,16,30,19,19,29,56,72,25,8,35,1.13,6,1.7
125067564,Cardiology,16,8.5625,2695.0625,722.52375,559.250625,561.071875,0,0,0,0,0,137,0,0.24,0.22,0.17,0,0.43,0.26,75,0.41,0.71,75,0.48,0.13,0.52,0.14,0.1,1.37
688826567,Neurology,444,8.094594595,413.9324324,335.132545,276.138964,272.6124099,0.371621622,35.49774775,26.12759009,25.60148649,25.60148649,3429,13,5,7,14,13,19,9,17,22,48,62,26,5,29,3,4,1.05
286935909,Physical Medicine and Rehabilitation,23,1.52173913,260.5652174,101.1004348,77.47521739,75.84,0,0,0,0,0,35,0.13,0.11,0.13,0.1,0.18,0.24,0.14,0.25,0.24,0.44,75,0.28,0.08,0.31,0.06,0.06,2.26
989184250,Dermatology,243,3.320987654,633.5432099,303.5293827,228.7982716,226.4727572,0,0,0,0,0,807,11,7,9,11,17,41,10,21,21,45,63,27,13,41,1.43,1.18,2.37
485324215,Obstetrics/Gynecology,328,5.106707317,3654.710366,383.5947866,292.0967073,298.7570122,1.841463415,326.0670732,152.4883537,119.1595122,119.1595122,1071,10,6,16,11,8,14,8,24,19,52,63,22,9,75,4,0,0.97
434150971,Dermatology,93,5.430107527,773.4516129,334.5956989,261.4062366,261.8949462,0,0,0,0,0,505,0.89,30,31,0.68,18,30,28,75,34,54,73,28,0.52,39,75,0.42,1.61
895900315,Nurse Practitioner,767,6.518904824,1086.807718,378.1111473,288.3791395,287.7438722,1.230769231,18.82247718,8.094080834,6.467744459,6.467744459,4056,26,21,22,11,51,75,29,35,57,74,75,60,10,41,8,9,4.06
219368464,Nurse Practitioner,208,3.759615385,1174.423077,341.5375962,262.7263942,256.2875962,0.341346154,24.62019231,19.96033654,19.53485577,19.53485577,711,16,10,18,19,28,36,21,38,28,52,75,34,11,43,1.16,1.12,1.78
897418347,Obstetrics/Gynecology,252,1.821428571,888.8134921,296.7780159,221.7933333,214.4439286,0,0,0,0,0,459,11,10,12,13,21,33,13,23,29,66,75,31,10,38,1.14,5,1.36
149927263,Orthopedic Surgery,149,4.389261745,164.0604027,140.9330872,87.47671141,93.97463087,0,0,0,0,0,654,9,1.42,9,1.02,11,19,11,23,29,54,63,26,8,31,0.79,0.63,1.01
947921630,Urology,516,1.087209302,239.9691473,112.113469,84.94277132,101.3753101,0,0,0,0,0,561,10,16,28,9,19,28,20,47,31,46,65,22,7,37,14,5,1.46
513976894,Anesthesiology,175,2.308571429,394.2914286,175.1296571,124.9292,124.5178286,0,0,0,0,0,404,14,9,10,65,18,28,11,19,35,52,69,35,9,35,0.74,0.64,1.61
656640922,Psychiatry,257,6.618677043,1150.093385,429.8197276,325.1134241,311.3200778,0,0,0,0,0,1701,15,12,8,12,22,36,7,25,34,75,75,40,18,46,1.37,1.22,1.53
764374469,Clinical Psychologist,228,2.543859649,432.0087719,254.8762281,180.5004386,177.888114,0,0,0,0,0,580,7,11,13,7,15,25,12,28,43,69,69,28,1.43,33,6,5,1.21
487801446,Physical Therapist,11,11.72727273,1269.090909,1114.180909,861.4481818,867.55,0,0,0,0,0,129,0,0.43,0.38,0,0,0,0.45,0.84,0.7,1.23,1.44,0.81,0.21,0.87,0.25,0,1.06
269755199,General Practice,65,7.615384615,1216.153846,536.8556923,383.8927692,444.7907692,0,0,0,0,0,495,1.45,1.86,1.55,0.92,2.34,18,1.83,75,22,40,52,17,0.8,26,18,0.72,1.17
934965763,Clinical Psychologist,11,9,1881.454545,623.2663636,475.4372727,466.0363636,0,0,0,0,0,99,0,0,0.15,0.12,0.23,0.29,0.18,0.32,0.28,0.51,0.6,0.33,0.09,0.37,0,0,2.13
447354179,Mass Immunization Roster Biller,218,2.169724771,399.8623853,159.4108716,114.9493578,110.7109633,0,0,0,0,0,473,8,9,26,11,20,39,20,49,44,42,75,33,6,29,11,5,1.92
750404084,Dermatology,834,19.93884892,12717.88253,3007.467254,2342.553921,2317.643549,10.89448441,10803.69308,2577.335492,2007.697194,2007.697194,7543,21,9,21,13,40,63,26,30,36,57,75,46,15,41,4,9,2.65
854815799,Diagnostic Radiology,178,3.528089888,523.0955056,258.3514045,202.9624157,202.9164607,0.258426966,14.28651685,10.40573034,10.19483146,10.19483146,582,11,13,11,7,16,20,19,32,25,42,58,28,1.33,28,1.02,0.88,1.21
977680907,Psychiatry,148,7.006756757,937.640473,409.4594595,305.332027,294.3705405,0.527027027,29.22297297,15.34121622,14.89263514,14.89263514,959,17,2.11,16,11,18,21,17,26,37,75,75,38,1.52,25,1.07,7,1.25
729929503,Obstetrics/Gynecology,209,1.04784689,389.6555024,98.32277512,78.52870813,79.30674641,0,0,0,0,0,219,11,12,16,13,18,33,22,34,33,64,69,30,6,31,8,9,1.46
305415659,Internal Medicine,341,8.328445748,929.9272141,430.0767742,322.467566,318.0090323,5.539589443,224.1055718,170.6043402,132.4294428,132.4294428,951,9,6,11,11,13,18,11,23,30,55,62,25,14,60,1.47,6,1.1
844039410,Licensed Clinical Social Worker,976,1.951844262,731.1495902,226.0032889,173.8697439,175.783873,0,0,0,0,0,1905,18,8,14,14,24,33,20,26,39,67,75,45,12,35,4,19,1.65
572464448,Internal Medicine,34,3.117647059,515.7941176,287.7902941,214.8241176,212.795,0,0,0,0,0,106,0.37,0.37,0.37,47,0.55,0.71,0.43,0.77,0.69,32,62,0.8,0.22,0.88,0.21,0.17,2.09
945567544,Anesthesiology,192,1.880208333,118.4635417,102.1610938,64.20484375,68.04265625,0,0,0,0,0,361,9,9,15,7,17,24,21,44,33,32,54,28,0.84,23,8,0.65,1.37
604807389,Anesthesiology,210,1.39047619,1695.084762,251.8373333,197.4399524,195.8029524,0,0,0,0,0,292,15,6,21,14,24,29,20,33,29,64,75,32,6,75,0.24,7,1.51
169839757,Orthopedic Surgery,1610,2.936645963,496.1465839,245.2939503,174.6729876,171.5517267,0.094409938,26.80124224,26.14607453,18.80964596,18.80964596,4576,14,5,9,12,11,17,7,14,15,64,67,26,12,41,1,4,1.01
827427109,Emergency Medicine,16,20.1875,3325.9375,2589.9325,2001.46625,1987.39375,0,0,0,0,0,323,1.14,0,1.14,0.85,1.76,2.22,1.36,75,2.13,3.76,4.4,2.48,0.65,2.67,0.74,0.54,1.11
563749905,Cardiology,16,1.4375,257.3125,77.079375,52.575,50.773125,0,0,0,0,0,23,0,0,0.08,0.07,0,0.15,0,0.15,0.15,0.27,0.32,0.18,0.05,0.2,0.03,0,1.19
464010607,Nurse Practitioner,1314,1.9543379,446.1910198,85.43362253,64.19062405,61.90902588,0,0,0,0,0,2568,29,10,17,19,44,42,17,29,37,62,75,67,12,38,4,11,1.88
670905093,Hematology/Oncology,113,1.283185841,1976.20354,287.5630973,224.3372566,222.5832743,0,0,0,0,0,145,18,12,19,26,31,46,18,41,23,58,71,42,17,42,0.12,0.15,2.1
776650674,Infectious Disease,72,25.29166667,1336.458333,764.8315278,592.0205556,560.0190278,0,0,0,0,0,1821,1.19,1.2,1.14,0.98,1.76,15,1.32,18,18,47,61,24,0.71,63,0.63,0.54,0.98
666527387,Clinical Psychologist,368,2.277173913,90.90709239,85.2317663,83.52375,90.66404891,1.138586957,69.14567935,63.47035326,62.199375,62.199375,419,10,5,8,9,12,15,11,17,26,58,64,27,8,33,2.56,3,1.02
848870252,Diagnostic Radiology,762,1.496062992,1040.649606,248.9894751,193.6657612,194.2854199,0,0,0,0,0,1140,18,16,22,13,33,37,28,44,34,66,75,44,12,42,11,8,1.93
830297604,Hematology/Oncology,31,1.677419355,77.34903226,73.39193548,62.65225806,70.08032258,0.64516129,30.92967742,30.16516129,29.56193548,29.56193548,32,0.43,0,0.42,0.38,0.53,0.8,0.47,0.86,0.92,45,55,0.97,0.31,1.23,0.16,0,0.89
115772358,Chiropractic,18,16.77777778,2339.151111,1061.562222,790.3355556,783.9077778,0,0,0,0,0,302,0,0.54,0.49,0.37,0.75,0.96,0.58,72,0.92,1.63,1.91,1.07,0.28,1.17,0.31,0,1.21
846172366,Cardiology,385,1.976623377,1446.441403,363.5249091,279.8152727,284.7251688,0,0,0,0,0,761,26,9,17,12,41,46,21,21,34,71,75,75,11,37,3,12,1.57
